5,6,7,8,9,10,11,11.11
2299526,5715897,4334576,4581209,5657308,7624845,18337352,9188104
1750,2715,2397,3306,4923,11120,50799,14725
2394709,315585,282827,289721,368047,442844,1353641,1223354
224911,322532,264918,306221,406901,619938,860302,156450
